transaction_id,amount,currency,status,description,transacted_at,posted_at,transaction_refresh,account,institution_name,display_name,account_type,last4,category,subcategory,subscritpions
fctxn_1SQAkNGykbcOG8sz32ZYGrwT,-74.25,usd,posted,ORIG CO NAME:ADP PAYROLL FEES ORIG ID:9659605001 DESC DATE:251031 CO ENTRY DESCR:ADP FEES SEC:CCD TRACE#:021000029149004 EED:251031 IND ID:430066878175 IND NAME:703615082243 E 14TH CA 550374703 TRN: 3049149004TC,2025-10-31T00:00:00+00:00,2025-10-31T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8sz2h79mnR6,-111.78,usd,posted,ORIG CO NAME:Seated - New Gue ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:Seated- DiSEC:WEB TRACE#:091000012851358 EED:251031 IND ID:ST-C6Z7B2R6X1I0 IND NAME:THE WINSLOW TRN: 3032851358TC,2025-10-31T00:00:00+00:00,2025-10-31T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8sz7iuWSsO2,4785.08,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251029 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500125157382 EED:251030 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3025157382TC,2025-10-30T00:00:00+00:00,2025-10-30T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkPGykbcOG8szoOhtC3u3,2446.86,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251028 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500120130108 EED:251029 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3010130108TC,2025-10-29T00:00:00+00:00,2025-10-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szPz11FM5R,-750.0,usd,posted,ORIG CO NAME:MANGAN & MANGAN ORIG ID:9215986202 DESC DATE:251029 CO ENTRY DESCR:SALE SEC:CCD TRACE#:021000021154965 EED:251029 IND ID: IND NAME:243 E 14 CAFE INC TRN: 3011154965TC,2025-10-29T00:00:00+00:00,2025-10-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szGiuwmU3f,-149.29,usd,posted,ORIG CO NAME:ADP PAY-BY-PAY ORIG ID:9555555505 DESC DATE:251029 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD TRACE#:021000021154963 EED:251029 IND ID:929839660245GJO IND NAME:243 E 14TH CAFE INC TH 304287687 TRN: 3011154963TC,2025-10-29T00:00:00+00:00,2025-10-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkPGykbcOG8szstsDICED,-1653.71,usd,posted,ORIG CO NAME:SGWS of NYC ORIG ID:0008235758 DESC DATE:251027 CO ENTRY DESCR:3056254171SEC:WEB TRACE#:021000026469180 EED:251028 IND ID: IND NAME:Mark Tafoya 2643137456211 TRN: 3006469180TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkPGykbcOG8sz94jaSlTo,-40.32,usd,posted,ORIG CO NAME:DINOVA INC MAIN ORIG ID:9892061001 DESC DATE:251028 CO ENTRY DESCR:PAYMENT SEC:PPD TRACE#:021000026469174 EED:251028 IND ID:34135 IND NAME:THE WINSLOW GIN HOUSE TRN: 3006469174TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szoFz1rYO5,-1626.54,usd,posted,ORIG CO NAME:EMPIRE MERCHANTS ORIG ID:8263863381 DESC DATE: CO ENTRY DESCR:J2689 RCURSEC:CCD TRACE#:111000028712329 EED:251028 IND ID:CZ10000KABL5C IND NAME:243 E 14TH CAFE INC TRN*1*CZ10000KABL5C\RMR*IK*EMPIRE M ERCHANTS NY\ TRN: 3018712329TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szZDTogi8u,-1274.33,usd,posted,ORIG CO NAME:UNION BEER DISTR ORIG ID:9113310559 DESC DATE: CO ENTRY DESCR:INVOICES SEC:CCD TRACE#:021303616469182 EED:251028 IND ID:FMTHI10/26/25 IND NAME:THE WINSLOW 346686 TRN: 3006469182TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szObjUftqt,-1000.39,usd,posted,ORIG CO NAME:MR T CARTING COR ORIG ID:1112837920 DESC DATE:102725 CO ENTRY DESCR:BT1027 SEC:CCD TRACE#:021201386469172 EED:251028 IND ID:000000338924002 IND NAME:243 E 14th cafe inc. MR TRN: 3006469172TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz9TGbVFVb,-2335.63,usd,posted,ORIG CO NAME:WOOLCO FOODS ORIG ID:2331201470 DESC DATE: CO ENTRY DESCR:BANK SWEEPSEC:WEB TRACE#:104000016469176 EED:251028 IND ID:FT401496388 IND NAME:WINSLOW PUB & RESTAURA TRN: 3006469176TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz8GGd5RIq,-5682.64,usd,posted,ORIG CO NAME:ADP Tax ORIG ID:1223006057 DESC DATE:251028 CO ENTRY DESCR:ADP Tax SEC:CCD TRACE#:021000022109369 EED:251028 IND ID:LUGJO 102942A01 IND NAME:243 E 14TH CAFE INC AA TRN: 3012109369TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz2E5mgUJD,6668.74,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251027 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500125184797 EED:251028 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3005184797TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz0W8EfPWp,-2226.63,usd,posted,ORIG CO NAME:Baldor specialty ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:Baldor speSEC:WEB TRACE#:091000016469178 EED:251028 IND ID:ST-J8K1N9R5S4X5 IND NAME:THE WINSLOW TRN: 3006469178TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szOPmMPtvZ,-2521.6,usd,posted,ORIG CO NAME:Manhattan Beer D ORIG ID:1139118000 DESC DATE: CO ENTRY DESCR:Manhattan SEC:CCD TRACE#:021000028712327 EED:251028 IND ID:FT401496236 IND NAME:243 E. 14th cafe incTh TRN: 3018712327TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szMyR5sfJf,-86.4,usd,posted,ORIG CO NAME:RedBull US EIPP ORIG ID:3300480328 DESC DATE:102725 CO ENTRY DESCR:VENDOR PMTSEC:CCD TRACE#:091000016469170 EED:251028 IND ID:8PYZB29NFD IND NAME:Mark Tafoya TRN: 3006469170TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szHhkhnHkl,-13656.7,usd,posted,ORIG CO NAME:ADP WAGE PAY ORIG ID:9333006057 DESC DATE:251028 CO ENTRY DESCR:WAGE PAY SEC:CCD TRACE#:021000020069239 EED:251028 IND ID:929839660244GJO IND NAME:243 E 14TH CAFE INC TH 323298036 TRN: 3010069239TC,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szzfsKq0Wd,300.0,usd,posted,REMOTE ONLINE DEPOSIT # 1,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szw3KxuNep,150.0,usd,posted,REMOTE ONLINE DEPOSIT # 1,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szWXQBZ5gi,-656.0,usd,posted,ORIG CO NAME:ANHEUSER BUSCH N ORIG ID:9431510617 DESC DATE: CO ENTRY DESCR:INVOICES SEC:CCD TRACE#:021303618232332 EED:251027 IND ID:N185610/26/25 IND NAME:THE WINSLOW 200134 TRN: 3008232332TC,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szTQqatSDR,630.0,usd,posted,REMOTE ONLINE DEPOSIT # 1,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szMbUExh6p,15848.43,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251026 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500128716332 EED:251027 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3008716332TC,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szHfZI6eAp,-22000.0,usd,posted,CHECK # 13216,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz9Lqm2gOz,150.0,usd,posted,REMOTE ONLINE DEPOSIT # 1,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz1QGNEAeG,150.0,usd,posted,REMOTE ONLINE DEPOSIT # 1,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szKtlRFEN1,10854.13,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251026 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500128716334 EED:251027 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 3008716334TC,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szCKBf3Ufe,200.0,usd,posted,REMOTE ONLINE DEPOSIT # 1,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szSOymghfN,-150.0,usd,posted,Zelle payment to BRIAN 26730437933,2025-10-26T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szKwYto755,-700.0,usd,posted,Zelle payment to Nav 26727259271,2025-10-26T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8sz5NOBNuom,-150.0,usd,posted,Zelle payment to Tanner JPM99bsefcwu,2025-10-26T00:00:00+00:00,2025-10-27T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
